Fonte; Local; Sexo; Faixa etária; Raça; Carteira assinada; Posição na ocupação; Pessoas em idade ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual principal; Renda habitual total; Escolaridade; Horas trabalhadas principal; Horas trabalhadas total 
PNADC_022021 ; Ceará ; Mulher ;  ;  ;  ; Trabalhador doméstico ; 167906,51016033 ; 167906,51016033 ; 167906,51016033 ; 0 ; 100 ; 100 ; 719,41880190436 ; 724,828690393654 ; 9,13101488395246 ; 30,682791210436 ; 30,9303928519945 ; 
PNADC_022021 ; Ceará ; Mulher ;  ;  ;  ;  ; 3876588,9677317 ; 1291992,28284116 ; 1616849,03700627 ; 20,0919657141652 ; 33,3280699500401 ; 41,7080338014874 ; 1699,05640584961 ; 1736,87315206402 ; 10,215226027222 ; 35,5539374171387 ; 36,0281490085575 ; 
PNADC_022021 ; Ceará ; Mulher ;  ;  ; Sim ; Trabalhador doméstico ; 19389,05438315 ; 19389,05438315 ; 19389,05438315 ; 0 ; 100 ; 100 ; 1417,26721123325 ; 1417,26721123325 ; 10,3125923568979 ; 47,2444447746327 ; 47,2444447746327 ; 
PNADC_022021 ; Ceará ; Mulher ;  ;  ; Sim ;  ; 347200,93870971 ; 347200,93870971 ; 347200,93870971 ; 0 ; 100 ; 100 ; 1784,31043215426 ; 1813,51842892791 ; 12,5396692947881 ; 41,3851640915131 ; 41,7928882685555 ; 
PNADC_022021 ; Ceará ; Mulher ;  ;  ; Não ; Trabalhador doméstico ; 148517,45577718 ; 148517,45577718 ; 148517,45577718 ; 0 ; 100 ; 100 ; 627,758663724521 ; 633,879123621355 ; 8,96877392344691 ; 28,5206561270498 ; 28,8005823305153 ; 
PNADC_022021 ; Ceará ; Mulher ;  ;  ; Não ;  ; 368332,34958268 ; 368332,34958268 ; 368332,34958268 ; 0 ; 100 ; 100 ; 1227,76252621977 ; 1270,42319138885 ; 11,302914864426 ; 32,2982362724504 ; 32,7121556463915 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Amarela ;  ; Trabalhador doméstico ; 744,99098145 ; 744,99098145 ; 744,99098145 ; 0 ; 100 ; 100 ; 584,26742697176 ; 584,26742697176 ; 5 ; 15 ; 15 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Amarela ;  ;  ; 15672,06850317 ; 5835,98643774 ; 6271,37548537 ; 6,94248093812411 ; 37,2381376240128 ; 40,0162587606192 ; 1042,32822871832 ; 1044,53935768659 ; 9,97347505543729 ; 39,9623385326757 ; 40,0884867578548 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Amarela ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Amarela ; Sim ;  ; 365,2296166 ; 365,2296166 ; 365,2296166 ; 0 ; 100 ; 100 ; 1285,38833933787 ; 1285,38833933787 ; 16 ; 20 ; 20 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Amarela ; Não ; Trabalhador doméstico ; 744,99098145 ; 744,99098145 ; 744,99098145 ; 0 ; 100 ; 100 ; 584,26742697176 ; 584,26742697176 ; 5 ; 15 ; 15 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Amarela ; Não ;  ; 2948,36911482 ; 2948,36911482 ; 2948,36911482 ; 0 ; 100 ; 100 ; 990,768470281495 ; 990,768470281495 ; 11,3213477529145 ; 35,1364925542556 ; 35,1364925542556 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Branca ;  ; Trabalhador doméstico ; 31682,6490017 ; 31682,6490017 ; 31682,6490017 ; 0 ; 100 ; 100 ; 700,44201583145 ; 703,179309458551 ; 9,05180300687836 ; 27,7032288260093 ; 27,8350593046993 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Branca ;  ;  ; 1076524,32969512 ; 379344,83883526 ; 466235,01520812 ; 18,6365617207179 ; 35,2379252722225 ; 43,3092873377197 ; 2061,10586308889 ; 2118,22175041292 ; 10,7836600976235 ; 36,2330170890898 ; 36,8059131594696 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Branca ; Sim ; Trabalhador doméstico ; 2985,90371453 ; 2985,90371453 ; 2985,90371453 ; 0 ; 100 ; 100 ; 1258,26458422479 ; 1258,26458422479 ; 10,7081143821353 ; 44,2681522717909 ; 44,2681522717909 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Branca ; Sim ;  ; 108529,92087316 ; 108529,92087316 ; 108529,92087316 ; 0 ; 100 ; 100 ; 2051,09705946732 ; 2055,08967473247 ; 13,2554543577292 ; 40,7783356400244 ; 40,9345308569343 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Branca ; Não ; Trabalhador doméstico ; 28696,74528717 ; 28696,74528717 ; 28696,74528717 ; 0 ; 100 ; 100 ; 642,09750089686 ; 645,12109715486 ; 8,84765768171276 ; 25,9796442887141 ; 26,125191762557 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Branca ; Não ;  ; 100252,02890649 ; 100252,02890649 ; 100252,02890649 ; 0 ; 100 ; 100 ; 1912,62352973648 ; 1967,0366434106 ; 12,4732770537783 ; 33,3222101960728 ; 34,0253767598715 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Indígena ;  ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Indígena ;  ;  ; 12527,13370384 ; 3422,09632994 ; 4204,85607098 ; 18,6156131821551 ; 27,3174727024029 ; 33,5659870038033 ; 2777,21902698004 ; 2777,21902698004 ; 11,1092011790298 ; 30,6543711645894 ; 30,6543711645894 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Indígena ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Indígena ; Sim ;  ; 575,10977631 ; 575,10977631 ; 575,10977631 ; 0 ; 100 ; 100 ; 1402,24182473222 ; 1402,24182473222 ; 12 ; 40 ; 40 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Indígena ; Não ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Indígena ; Não ;  ; 597,51587428 ; 597,51587428 ; 597,51587428 ; 0 ; 100 ; 100 ; 3038,19062025315 ; 3038,19062025315 ; 16 ; 30 ; 30 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Parda ;  ; Trabalhador doméstico ; 120168,88922265 ; 120168,88922265 ; 120168,88922265 ; 0 ; 100 ; 100 ; 744,170482724952 ; 748,646623103216 ; 9,27901544299854 ; 31,4482567705229 ; 31,6214805677149 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Parda ;  ;  ; 2577083,7821297 ; 826283,25786417 ; 1045365,2466869 ; 20,9574586028253 ; 32,0627239049764 ; 40,5638828638707 ; 1562,34881299929 ; 1589,23150279223 ; 10,0200829002415 ; 35,2144095787999 ; 35,6326280799954 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Parda ; Sim ; Trabalhador doméstico ; 16403,15066862 ; 16403,15066862 ; 16403,15066862 ; 0 ; 100 ; 100 ; 1446,21082969996 ; 1446,21082969996 ; 10,2385946581801 ; 47,7862262298725 ; 47,7862262298725 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Parda ; Sim ;  ; 217537,5207103 ; 217537,5207103 ; 217537,5207103 ; 0 ; 100 ; 100 ; 1676,56942854233 ; 1701,91297535558 ; 12,2409589374828 ; 41,460406694814 ; 41,9012212025239 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Parda ; Não ; Trabalhador doméstico ; 103765,73855403 ; 103765,73855403 ; 103765,73855403 ; 0 ; 100 ; 100 ; 632,383634930456 ; 637,572517283347 ; 9,12395386311299 ; 28,8655721735113 ; 29,0661789593885 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Parda ; Não ;  ; 239292,4786998 ; 239292,4786998 ; 239292,4786998 ; 0 ; 100 ; 100 ; 980,513242359974 ; 1020,76919329771 ; 10,9312833435184 ; 31,8370264055132 ; 32,0945910582202 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Preta ;  ; Trabalhador doméstico ; 15309,98095453 ; 15309,98095453 ; 15309,98095453 ; 0 ; 100 ; 100 ; 572,018534022682 ; 590,479585675296 ; 8,30629498748381 ; 31,6036820442148 ; 32,6867060867505 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Preta ;  ;  ; 194603,85983729 ; 77106,10337405 ; 94772,5435549 ; 18,6408842879859 ; 39,6220832611024 ; 48,700238337585 ; 1388,7780613032 ; 1452,21681378417 ; 9,57539389501475 ; 35,7352488521938 ; 36,3713775361099 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Preta ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Preta ; Sim ;  ; 20193,15773334 ; 20193,15773334 ; 20193,15773334 ; 0 ; 100 ; 100 ; 1531,02323956929 ; 1738,7447556625 ; 11,8934929488473 ; 44,2622807817252 ; 45,6843796803054 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Preta ; Não ; Trabalhador doméstico ; 15309,98095453 ; 15309,98095453 ; 15309,98095453 ; 0 ; 100 ; 100 ; 572,018534022682 ; 590,479585675296 ; 8,30629498748381 ; 31,6036820442148 ; 32,6867060867505 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Preta ; Não ;  ; 25241,95698729 ; 25241,95698729 ; 25241,95698729 ; 0 ; 100 ; 100 ; 814,403690309844 ; 838,822369794689 ; 10,1472885802727 ; 32,3265064404285 ; 33,1320199233977 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Negra ;  ; Trabalhador doméstico ; 135478,87017718 ; 135478,87017718 ; 135478,87017718 ; 0 ; 100 ; 100 ; 724,607741681569 ; 730,673078115045 ; 9,17159128424552 ; 31,4658208229612 ; 31,7418578810729 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Negra ;  ;  ; 2771687,64196699 ; 903389,36123822 ; 1140137,7902418 ; 20,7648962283208 ; 32,5934765360901 ; 41,1351471565055 ; 1547,07992844856 ; 1577,17842675392 ; 9,98933072048319 ; 35,258864260888 ; 35,6956818355241 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Negra ; Sim ; Trabalhador doméstico ; 16403,15066862 ; 16403,15066862 ; 16403,15066862 ; 0 ; 100 ; 100 ; 1446,21082969996 ; 1446,21082969996 ; 10,2385946581801 ; 47,7862262298725 ; 47,7862262298725 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Negra ; Sim ;  ; 237730,67844364 ; 237730,67844364 ; 237730,67844364 ; 0 ; 100 ; 100 ; 1664,20654306764 ; 1705,04151540858 ; 12,2113683477938 ; 41,6984015794303 ; 42,2225676790165 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Negra ; Não ; Trabalhador doméstico ; 119075,71950856 ; 119075,71950856 ; 119075,71950856 ; 0 ; 100 ; 100 ; 624,573010925355 ; 631,479175657855 ; 9,02090145179334 ; 29,2176205184207 ; 29,5316827715345 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Negra ; Não ;  ; 264534,43568709 ; 264534,43568709 ; 264534,43568709 ; 0 ; 100 ; 100 ; 964,705515708534 ; 1003,45432118147 ; 10,8579185727101 ; 31,8837327405708 ; 32,19358283872 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Não Negra ;  ; Trabalhador doméstico ; 32427,63998315 ; 32427,63998315 ; 32427,63998315 ; 0 ; 100 ; 100 ; 697,760706608138 ; 700,4348235051 ; 8,94383046486312 ; 27,4113854813937 ; 27,5401872932502 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Não Negra ;  ;  ; 1104901,32576471 ; 388602,92160294 ; 476711,24676447 ; 18,4825354466751 ; 35,1708258956052 ; 43,1451420727127 ; 2051,6846598687 ; 2107,40991620782 ; 10,7750598397372 ; 36,2398971341792 ; 36,8010389956953 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 2985,90371453 ; 2985,90371453 ; 2985,90371453 ; 0 ; 100 ; 100 ; 1258,26458422479 ; 1258,26458422479 ; 10,7081143821353 ; 44,2681522717909 ; 44,2681522717909 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Não Negra ; Sim ;  ; 109470,26026607 ; 109470,26026607 ; 109470,26026607 ; 0 ; 100 ; 100 ; 2045,13359057997 ; 2049,09190964993 ; 13,2580416099012 ; 40,7049230805248 ; 40,8597765949935 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Não Negra ; Não ; Trabalhador doméstico ; 29441,73626862 ; 29441,73626862 ; 29441,73626862 ; 0 ; 100 ; 100 ; 640,626730808496 ; 643,573429102622 ; 8,73286480686372 ; 25,7018163814198 ; 25,843680935397 ; 
PNADC_022021 ; Ceará ; Mulher ;  ; Não Negra ; Não ;  ; 103797,91389559 ; 103797,91389559 ; 103797,91389559 ; 0 ; 100 ; 100 ; 1892,88936503182 ; 1945,44097691437 ; 12,4602993127917 ; 33,3546202957976 ; 34,0337656854721 ; 
PNADC_032021 ;  ;  ;  ;  ;  ; Trabalhador doméstico ; 5356680,25693559 ; 5356680,25693559 ; 5356680,25693559 ; 0 ; 100 ; 100 ; 1053,29370313924 ; 1063,09012658522 ; 8,87149200757132 ; 32,0344252427413 ; 32,2714392434287 ; 
PNADC_032021 ;  ;  ;  ;  ;  ;  ; 171885989,173985 ; 92976445,6220762 ; 106429835,434513 ; 12,6406188241406 ; 54,0919280674847 ; 61,9188544371606 ; 2728,60545315383 ; 2816,24163020949 ; 10,4816183560156 ; 39,1929009323286 ; 39,8094607800249 ; 
PNADC_032021 ;  ;  ;  ;  ; Sim ; Trabalhador doméstico ; 1304953,7866357 ; 1304953,7866357 ; 1304953,7866357 ; 0 ; 100 ; 100 ; 1511,78199479138 ; 1522,00649430665 ; 8,88984025793632 ; 41,4214646537855 ; 41,5790818610749 ; 
PNADC_032021 ;  ;  ;  ;  ; Sim ;  ; 36021124,7399133 ; 36021124,7399133 ; 36021124,7399133 ; 0 ; 100 ; 100 ; 2712,82096684216 ; 2768,01188427821 ; 11,9299409356279 ; 42,3687997423605 ; 42,8294034195078 ; 
PNADC_032021 ;  ;  ;  ;  ; Não ; Trabalhador doméstico ; 4051726,47029989 ; 4051726,47029989 ; 4051726,47029989 ; 0 ; 100 ; 100 ; 905,056545701583 ; 914,722039562683 ; 8,86555772521248 ; 29,0111084629603 ; 29,2736940679874 ; 
PNADC_032021 ;  ;  ;  ;  ; Não ;  ; 17997923,3145347 ; 17997923,3145347 ; 17997923,3145347 ; 0 ; 100 ; 100 ; 1709,18164976135 ; 1786,17656808229 ; 10,3718426274608 ; 35,2524316032387 ; 35,8224868685578 ; 
PNADC_032021 ;  ;  ;  ; Amarela ;  ; Trabalhador doméstico ; 16050,57097199 ; 16050,57097199 ; 16050,57097199 ; 0 ; 100 ; 100 ; 1228,04474033296 ; 1228,04474033296 ; 8,8712126256398 ; 30,0939296535713 ; 30,0939296535713 ; 
PNADC_032021 ;  ;  ;  ; Amarela ;  ;  ; 1244958,48837876 ; 723255,01050893 ; 795204,48287582 ; 9,04792087020034 ; 58,094708961002 ; 63,8739757428676 ; 4205,94777555363 ; 4293,75100842199 ; 12,0170864559862 ; 40,2208167048503 ; 40,6811420497118 ; 
PNADC_032021 ;  ;  ;  ; Amarela ; Sim ; Trabalhador doméstico ; 2157,0246715 ; 2157,0246715 ; 2157,0246715 ; 0 ; 100 ; 100 ; 1349,91818728316 ; 1349,91818728316 ; 9,04538562663816 ; 39,2006349964041 ; 39,2006349964041 ; 
PNADC_032021 ;  ;  ;  ; Amarela ; Sim ;  ; 299817,85231332 ; 299817,85231332 ; 299817,85231332 ; 0 ; 100 ; 100 ; 4199,41074600507 ; 4241,58898527942 ; 13,5565193753358 ; 41,9679491392352 ; 42,1041380743656 ; 
PNADC_032021 ;  ;  ;  ; Amarela ; Não ; Trabalhador doméstico ; 13893,54630049 ; 13893,54630049 ; 13893,54630049 ; 0 ; 100 ; 100 ; 1208,60513473092 ; 1208,60513473092 ; 8,84402232150805 ; 28,680079821734 ; 28,680079821734 ; 
PNADC_032021 ;  ;  ;  ; Amarela ; Não ;  ; 86219,78530256 ; 86219,78530256 ; 86219,78530256 ; 0 ; 100 ; 100 ; 2522,81604822242 ; 2591,67539624618 ; 11,9791212920033 ; 35,0965336923473 ; 35,5842577846328 ; 
PNADC_032021 ;  ;  ;  ; Branca ;  ; Trabalhador doméstico ; 1793647,35302848 ; 1793647,35302848 ; 1793647,35302848 ; 0 ; 100 ; 100 ; 1157,64137520244 ; 1165,91849894601 ; 8,92778033252872 ; 32,1687799218882 ; 32,3184971937693 ; 
PNADC_032021 ;  ;  ;  ; Branca ;  ;  ; 74780405,1182208 ; 41740300,2039161 ; 46539313,896025 ; 10,3117413867134 ; 55,817162447741 ; 62,2346372989699 ; 3488,64148604472 ; 3617,63083570911 ; 11,1299808727681 ; 39,8229029357367 ; 40,5510961520419 ; 
PNADC_032021 ;  ;  ;  ; Branca ; Sim ; Trabalhador doméstico ; 467401,57843344 ; 467401,57843344 ; 467401,57843344 ; 0 ; 100 ; 100 ; 1554,78750702649 ; 1558,93191219152 ; 9,08469038808696 ; 40,576169038885 ; 40,6465014473284 ; 
PNADC_032021 ;  ;  ;  ; Branca ; Sim ;  ; 17107615,9351302 ; 17107615,9351302 ; 17107615,9351302 ; 0 ; 100 ; 100 ; 3238,17502995398 ; 3317,27037710501 ; 12,499897363289 ; 42,1159883411626 ; 42,6484097217695 ; 
PNADC_032021 ;  ;  ;  ; Branca ; Não ; Trabalhador doméstico ; 1326245,77459504 ; 1326245,77459504 ; 1326245,77459504 ; 0 ; 100 ; 100 ; 1017,15389562774 ; 1026,9143296021 ; 8,87245741132365 ; 29,2058095441026 ; 29,3835039912444 ; 
PNADC_032021 ;  ;  ;  ; Branca ; Não ;  ; 6413838,63753215 ; 6413838,63753215 ; 6413838,63753215 ; 0 ; 100 ; 100 ; 2364,9195916423 ; 2513,66146896512 ; 11,1718245042307 ; 35,7047571122544 ; 36,4827010390685 ; 
PNADC_032021 ;  ;  ;  ; Indígena ;  ; Trabalhador doméstico ; 19811,67461172 ; 19811,67461172 ; 19811,67461172 ; 0 ; 100 ; 100 ; 1002,71195195897 ; 1019,03550803787 ; 9,28665814626034 ; 29,2073839891853 ; 29,723719272136 ; 
PNADC_032021 ;  ;  ;  ; Indígena ;  ;  ; 645536,678851 ; 330630,16410323 ; 385980,67579195 ; 14,3402287109718 ; 51,217874202241 ; 59,7922145150548 ; 1981,4800290665 ; 2028,6311045602 ; 9,62898224279544 ; 38,242342157911 ; 38,751458067421 ; 
PNADC_032021 ;  ;  ;  ; Indígena ; Sim ; Trabalhador doméstico ; 4445,58698983 ; 4445,58698983 ; 4445,58698983 ; 0 ; 100 ; 100 ; 1313,64974650835 ; 1355,46381373735 ; 8,59125417384151 ; 42,5616442587609 ; 42,9275595985285 ; 
PNADC_032021 ;  ;  ;  ; Indígena ; Sim ;  ; 111669,28241764 ; 111669,28241764 ; 111669,28241764 ; 0 ; 100 ; 100 ; 1951,87342934931 ; 1989,29283110185 ; 11,1471404351851 ; 42,4210566385042 ; 42,687141570193 ; 
PNADC_032021 ;  ;  ;  ; Indígena ; Não ; Trabalhador doméstico ; 15366,08762189 ; 15366,08762189 ; 15366,08762189 ; 0 ; 100 ; 100 ; 911,729411473513 ; 920,594268406273 ; 9,40783576140891 ; 25,3438419364473 ; 25,9036954498599 ; 
PNADC_032021 ;  ;  ;  ; Indígena ; Não ;  ; 71808,6500239 ; 71808,6500239 ; 71808,6500239 ; 0 ; 100 ; 100 ; 1325,44100218031 ; 1376,18391500693 ; 9,99626945627323 ; 35,9681694077269 ; 36,7478692476779 ; 
PNADC_032021 ;  ;  ;  ; Parda ;  ; Trabalhador doméstico ; 2759611,40292531 ; 2759611,40292531 ; 2759611,40292531 ; 0 ; 100 ; 100 ; 986,768049474813 ; 996,469202812645 ; 8,82103597218006 ; 31,7386979888081 ; 32,0126778873756 ; 
PNADC_032021 ;  ;  ;  ; Parda ;  ;  ; 77927070,3932336 ; 40574044,2678955 ; 47297072,8893279 ; 14,2144708133711 ; 52,0666875620395 ; 60,6940215391886 ; 2082,87015064287 ; 2136,47226915682 ; 9,90442800618154 ; 38,576596423047 ; 39,0801714643596 ; 
PNADC_032021 ;  ;  ;  ; Parda ; Sim ; Trabalhador doméstico ; 637866,16995027 ; 637866,16995027 ; 637866,16995027 ; 0 ; 100 ; 100 ; 1483,76306390652 ; 1491,4182889947 ; 8,6954607707311 ; 41,8762178028604 ; 41,9876270877167 ; 
PNADC_032021 ;  ;  ;  ; Parda ; Sim ;  ; 14695599,9189219 ; 14695599,9189219 ; 14695599,9189219 ; 0 ; 100 ; 100 ; 2201,18069148243 ; 2234,12587344882 ; 11,3712779681579 ; 42,5813966698644 ; 42,9463057315963 ; 
PNADC_032021 ;  ;  ;  ; Parda ; Não ; Trabalhador doméstico ; 2121745,23297504 ; 2121745,23297504 ; 2121745,23297504 ; 0 ; 100 ; 100 ; 836,776040487734 ; 847,094650499169 ; 8,85923874335231 ; 28,6910272147267 ; 29,0138811690021 ; 
PNADC_032021 ;  ;  ;  ; Parda ; Não ;  ; 9264088,47360825 ; 9264088,47360825 ; 9264088,47360825 ; 0 ; 100 ; 100 ; 1342,1145219917 ; 1381,00673018913 ; 9,8850404401428 ; 34,9025305080231 ; 35,3611643565417 ; 
PNADC_032021 ;  ;  ;  ; Preta ;  ; Trabalhador doméstico ; 765203,43063936 ; 765203,43063936 ; 765203,43063936 ; 0 ; 100 ; 100 ; 1047,05282209349 ; 1060,78915196195 ; 8,90512117383799 ; 32,9217004750284 ; 33,2284956374801 ; 
PNADC_032021 ;  ;  ;  ; Preta ;  ;  ; 17229120,3726109 ; 9582842,40641559 ; 11381464,8417796 ; 15,8030838768795 ; 55,6200328233206 ; 66,0594655770858 ; 2053,19904557264 ; 2105,73986225642 ; 10,1029901956471 ; 39,0205546597935 ; 39,6445561038191 ; 
PNADC_032021 ;  ;  ;  ; Preta ; Sim ; Trabalhador doméstico ; 193083,42659066 ; 193083,42659066 ; 193083,42659066 ; 0 ; 100 ; 100 ; 1506,61035568913 ; 1539,4277796111 ; 9,06116960935181 ; 41,9639372718028 ; 42,482463238715 ; 
PNADC_032021 ;  ;  ;  ; Preta ; Sim ;  ; 3799340,91585303 ; 3799340,91585303 ; 3799340,91585303 ; 0 ; 100 ; 100 ; 2228,76035299909 ; 2263,96419914065 ; 11,3955650729287 ; 42,7109118210013 ; 43,2496278865249 ; 
PNADC_032021 ;  ;  ;  ; Preta ; Não ; Trabalhador doméstico ; 572120,0040487 ; 572120,0040487 ; 572120,0040487 ; 0 ; 100 ; 100 ; 891,438244359593 ; 898,713367139126 ; 8,85289468448842 ; 29,870057371466 ; 30,1053960056531 ; 
PNADC_032021 ;  ;  ;  ; Preta ; Não ;  ; 2157239,58368904 ; 2157239,58368904 ; 2157239,58368904 ; 0 ; 100 ; 100 ; 1318,1841833606 ; 1347,57951797991 ; 9,97352365726579 ; 35,4062443803105 ; 35,8342631003838 ; 
PNADC_032021 ;  ;  ;  ; Negra ;  ; Trabalhador doméstico ; 3524814,83356467 ; 3524814,83356467 ; 3524814,83356467 ; 0 ; 100 ; 100 ; 999,860140017054 ; 1010,4376157527 ; 8,83926537462552 ; 31,9955164611689 ; 32,2766202382058 ; 
PNADC_032021 ;  ;  ;  ; Negra ;  ;  ; 95156190,7658445 ; 50156886,6743111 ; 58678537,7311075 ; 14,5226029589328 ; 52,7100615006066 ; 61,6654967573267 ; 2077,15466089218 ; 2130,55266069457 ; 9,94030980597648 ; 38,6614179121756 ; 39,1880013041912 ; 
PNADC_032021 ;  ;  ;  ; Negra ; Sim ; Trabalhador doméstico ; 830949,59654093 ; 830949,59654093 ; 830949,59654093 ; 0 ; 100 ; 100 ; 1489,07197001113 ; 1502,57400408943 ; 8,77932884736668 ; 41,8966007186385 ; 42,1026095848904 ; 
PNADC_032021 ;  ;  ;  ; Negra ; Sim ;  ; 18494940,8347749 ; 18494940,8347749 ; 18494940,8347749 ; 0 ; 100 ; 100 ; 2206,84626983608 ; 2240,25544005162 ; 11,3762572816041 ; 42,6080024436992 ; 43,0086159754732 ; 
PNADC_032021 ;  ;  ;  ; Negra ; Não ; Trabalhador doméstico ; 2693865,23702374 ; 2693865,23702374 ; 2693865,23702374 ; 0 ; 100 ; 100 ; 848,389921360471 ; 858,06189264084 ; 8,85788807682215 ; 28,9414282848235 ; 29,2456958359652 ; 
PNADC_032021 ;  ;  ;  ; Negra ; Não ;  ; 11421328,0572973 ; 11421328,0572973 ; 11421328,0572973 ; 0 ; 100 ; 100 ; 1337,59460382453 ; 1374,69436323882 ; 9,90167612594925 ; 34,9976710642439 ; 35,4505223832169 ; 
PNADC_032021 ;  ;  ;  ; Não Negra ;  ; Trabalhador doméstico ; 1831865,42337092 ; 1831865,42337092 ; 1831865,42337092 ; 0 ; 100 ; 100 ; 1156,12204571478 ; 1164,40412071121 ; 8,93244515713592 ; 32,1092922328011 ; 32,2614701447111 ; 
PNADC_032021 ;  ;  ;  ; Não Negra ;  ;  ; 76729798,4081402 ; 42819558,9477651 ; 47751297,7034057 ; 10,3279680193672 ; 55,805645050701 ; 62,2330550764744 ; 3489,02758977848 ; 3616,63039833039 ; 11,1321861603875 ; 39,8154560045013 ; 40,5374101860449 ; 
PNADC_032021 ;  ;  ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 474004,19009477 ; 474004,19009477 ; 474004,19009477 ; 0 ; 100 ; 100 ; 1551,59363849184 ; 1556,0724798891 ; 9,08170268035153 ; 40,5885308324354 ; 40,6613153940833 ; 
PNADC_032021 ;  ;  ;  ; Não Negra ; Sim ;  ; 17526183,9051384 ; 17526183,9051384 ; 17526183,9051384 ; 0 ; 100 ; 100 ; 3246,76333191554 ; 3324,93997906331 ; 12,5101761218001 ; 42,1163751510905 ; 42,6402849190192 ; 
PNADC_032021 ;  ;  ;  ; Não Negra ; Não ; Trabalhador doméstico ; 1357861,23327615 ; 1357861,23327615 ; 1357861,23327615 ; 0 ; 100 ; 100 ; 1017,51034603906 ; 1027,14608173689 ; 8,88047861500324 ; 29,1493471908893 ; 29,3292398499087 ; 
PNADC_032021 ;  ;  ;  ; Não Negra ; Não ;  ; 6576595,25723741 ; 6576595,25723741 ; 6576595,25723741 ; 0 ; 100 ; 100 ; 2355,57502282378 ; 2502,08630149875 ; 11,1709183820084 ; 35,6948647435041 ; 36,4684637375261 ; 
PNADC_032021 ;  ; Homem ;  ;  ;  ; Trabalhador doméstico ; 423845,74364767 ; 423845,74364767 ; 423845,74364767 ; 0 ; 100 ; 100 ; 1306,06116706079 ; 1314,09704691452 ; 7,80103369973412 ; 37,7781285322183 ; 37,9382261739066 ; 
PNADC_032021 ;  ; Homem ;  ;  ;  ;  ; 83092698,0904525 ; 53950678,2486031 ; 60031702,2044554 ; 10,1296877025768 ; 64,9283023519995 ; 72,2466637671417 ; 2975,48113908729 ; 3063,75626655167 ; 10,2736654083997 ; 41,1300715947092 ; 41,7073487754655 ; 
