Fonte; Local; Sexo; Faixa etária; Raça; Previdência; Posição; Atividade;População Ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual; Escolaridade 
PNADC_022022 ;  ; Mulher ;  ; Branca ;  ;  ;  ; 39347149.0961003 ; 19555745.5577197 ; 21460958.0349257 ; 8.87757421688914 ; 49.7005399551499 ; 54.5425997256119 ; 2867.93815890115 ; 11.3270438857365 
PNADC_022022 ;  ; Mulher ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 8159.43439601 ; 8159.43439601 ; 8159.43439601 ;0;100;100; 1106.28807357699 ; 10.4491561736721 
PNADC_022022 ;  ; Mulher ;  ; Indígena ; Contribuinte ;  ;  ; 85030.68761981 ; 85030.68761981 ; 85030.68761981 ;0;100;100; 2315.39755493606 ; 12.4858737285283 
PNADC_022022 ;  ; Mulher ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 15797.76076268 ; 15797.76076268 ; 15797.76076268 ;0;100;100; 868.437747816944 ; 9.59436727302499 
PNADC_022022 ;  ; Mulher ;  ; Indígena ; Não contribuinte ;  ;  ; 65103.75977902 ; 65103.75977902 ; 65103.75977902 ;0;100;100; 1012.45380920977 ; 10.7822352923317 
PNADC_022022 ;  ; Mulher ;  ; Indígena ;  ;  ; Serviços domésticos ; 23957.19515869 ; 23957.19515869 ; 23957.19515869 ;0;100;100; 949.445733779138 ; 9.9023129803389 
PNADC_022022 ;  ; Mulher ;  ; Indígena ;  ;  ;  ; 362119.73104322 ; 150134.44739883 ; 170753.68763437 ; 12.0754289533655 ; 41.4598914470394 ; 47.1539308676859 ; 1783.6252182001 ; 10.1314007438809 
PNADC_022022 ;  ; Mulher ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 853324.47588986 ; 853324.47588986 ; 853324.47588986 ;0;100;100; 1351.40144245918 ; 8.89432248704654 
PNADC_022022 ;  ; Mulher ;  ; Parda ; Contribuinte ;  ;  ; 10133110.5283221 ; 10133110.5283221 ; 10133110.5283221 ;0;100;100; 2266.26812357231 ; 12.3819378006118 
PNADC_022022 ;  ; Mulher ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 1966481.29515254 ; 1966481.29515254 ; 1966481.29515254 ;0;100;100; 766.950493746031 ; 8.89806048489734 
PNADC_022022 ;  ; Mulher ;  ; Parda ; Não contribuinte ;  ;  ; 7331430.43520255 ; 7331430.43520255 ; 7331430.43520255 ;0;100;100; 1010.43275534927 ; 10.1842050939678 
PNADC_022022 ;  ; Mulher ;  ; Parda ;  ;  ; Serviços domésticos ; 2819805.7710424 ; 2819805.7710424 ; 2819805.7710424 ;0;100;100; 945.142091767207 ; 8.89691562133623 
PNADC_022022 ;  ; Mulher ;  ; Parda ;  ;  ;  ; 39472646.9786824 ; 17464540.9635246 ; 20215058.2760202 ; 13.6062794127996 ; 44.2446663710101 ; 51.2128266618084 ; 1763.5032016699 ; 10.2046605878713 
PNADC_022022 ;  ; Mulher ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 282723.30330611 ; 282723.30330611 ; 282723.30330611 ;0;100;100; 1396.93036680514 ; 8.65562323623273 
PNADC_022022 ;  ; Mulher ;  ; Preta ; Contribuinte ;  ;  ; 2810487.1414036 ; 2810487.1414036 ; 2810487.1414036 ;0;100;100; 2164.8288098901 ; 12.4020876135427 
PNADC_022022 ;  ; Mulher ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 506902.14555833 ; 506902.14555833 ; 506902.14555833 ;0;100;100; 863.364038334767 ; 8.80600549650599 
PNADC_022022 ;  ; Mulher ;  ; Preta ; Não contribuinte ;  ;  ; 1718495.22842576 ; 1718495.22842576 ; 1718495.22842576 ;0;100;100; 1065.15990322261 ; 10.230808472905 
PNADC_022022 ;  ; Mulher ;  ; Preta ;  ;  ; Serviços domésticos ; 789625.44886444 ; 789625.44886444 ; 789625.44886444 ;0;100;100; 1055.02259571056 ; 8.75202682057319 
PNADC_022022 ;  ; Mulher ;  ; Preta ;  ;  ;  ; 9449361.8464119 ; 4528982.36982936 ; 5327006.45856094 ; 14.9807231310765 ; 47.9289759821093 ; 56.3742456384365 ; 1760.80085095481 ; 10.4403648890862 
PNADC_022022 ;  ; Mulher ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 1136047.77919597 ; 1136047.77919597 ; 1136047.77919597 ;0;100;100; 1362.73423915864 ; 8.83564455754634 
PNADC_022022 ;  ; Mulher ;  ; Negra ; Contribuinte ;  ;  ; 12943597.6697257 ; 12943597.6697257 ; 12943597.6697257 ;0;100;100; 2244.25282456719 ; 12.386303381127 
PNADC_022022 ;  ; Mulher ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 2473383.44071087 ; 2473383.44071087 ; 2473383.44071087 ;0;100;100; 786.803626218003 ; 8.87923877787202 
PNADC_022022 ;  ; Mulher ;  ; Negra ; Não contribuinte ;  ;  ; 9049925.66362831 ; 9049925.66362831 ; 9049925.66362831 ;0;100;100; 1021.06565295991 ; 10.1930110323774 
PNADC_022022 ;  ; Mulher ;  ; Negra ;  ;  ; Serviços domésticos ; 3609431.21990684 ; 3609431.21990684 ; 3609431.21990684 ;0;100;100; 969.265106433025 ; 8.86538725865288 
PNADC_022022 ;  ; Mulher ;  ; Negra ;  ;  ;  ; 48922008.8250943 ; 21993523.333354 ; 25542064.7345811 ; 13.8929308891102 ; 44.9562964840326 ; 52.2097627386867 ; 1762.94089301987 ; 10.2500206477155 
PNADC_022022 ;  ; Mulher ;  ; Não Negra ; Contribuinte ;  ; Serviços domésticos ; 702751.87633725 ; 702751.87633725 ; 702751.87633725 ;0;100;100; 1440.43689757315 ; 9.19309841402229 
PNADC_022022 ;  ; Mulher ;  ; Não Negra ; Contribuinte ;  ;  ; 14267805.8947711 ; 14267805.8947711 ; 14267805.8947711 ;0;100;100; 3358.78556287502 ; 13.3303010544541 
PNADC_022022 ;  ; Mulher ;  ; Não Negra ; Não contribuinte ;  ; Serviços domésticos ; 1074253.01474218 ; 1074253.01474218 ; 1074253.01474218 ;0;100;100; 923.406105093493 ; 9.10100959125955 
PNADC_022022 ;  ; Mulher ;  ; Não Negra ; Não contribuinte ;  ;  ; 5841074.45459714 ; 5841074.45459714 ; 5841074.45459714 ;0;100;100; 1553.15403951794 ; 11.2568081765151 
PNADC_022022 ;  ; Mulher ;  ; Não Negra ;  ;  ; Serviços domésticos ; 1777004.89107943 ; 1777004.89107943 ; 1777004.89107943 ;0;100;100; 1129.59775655737 ; 9.13767071258638 
PNADC_022022 ;  ; Mulher ;  ; Não Negra ;  ;  ;  ; 40490461.1951468 ; 20108880.3493682 ; 22063163.2859496 ; 8.85767335922278 ; 49.6632534078877 ; 54.4897801475131 ; 2869.38489914781 ; 11.3262503197477 
PNADC_022022 ;  ; Mulher ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 1838799.65553322 ; 1838799.65553322 ; 1838799.65553322 ;0;100;100; 1392.42543520983 ; 8.97277831924358 
PNADC_022022 ;  ; Mulher ;  ;  ; Contribuinte ;  ;  ; 27211403.5644968 ; 27211403.5644968 ; 27211403.5644968 ;0;100;100; 2828.65538956593 ; 12.88224951794 
PNADC_022022 ;  ; Mulher ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 3547636.45545305 ; 3547636.45545305 ; 3547636.45545305 ;0;100;100; 828.034795647726 ; 8.94681539355151 
PNADC_022022 ;  ; Mulher ;  ;  ; Não contribuinte ;  ;  ; 14891000.1182254 ; 14891000.1182254 ; 14891000.1182254 ;0;100;100; 1227.07566324455 ; 10.6138869522984 
PNADC_022022 ;  ; Mulher ;  ;  ;  ;  ; Serviços domésticos ; 5386436.11098627 ; 5386436.11098627 ; 5386436.11098627 ;0;100;100; 1022.08431458894 ; 8.95575732648967 
PNADC_022022 ;  ; Mulher ;  ;  ;  ;  ;  ; 89412470.0202411 ; 42102403.6827222 ; 47605228.0205307 ; 11.5592857478496 ; 47.087843198148 ; 53.2422692380088 ; 2292.27071139666 ; 10.7437863529125 
PNADC_022022 ;  ;  ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 11569.80190214 ; 11569.80190214 ; 11569.80190214 ;0;100;100; 1436.58582738028 ; 9.75596678644567 
PNADC_022022 ;  ;  ;  ; Amarela ; Contribuinte ;  ;  ; 513946.61076944 ; 513946.61076944 ; 513946.61076944 ;0;100;100; 4679.89583665444 ; 13.4789074774938 
PNADC_022022 ;  ;  ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 16703.28119341 ; 16703.28119341 ; 16703.28119341 ;0;100;100; 686.682601437944 ; 9.35683804360328 
PNADC_022022 ;  ;  ;  ; Amarela ; Não contribuinte ;  ;  ; 234598.43954588 ; 234598.43954588 ; 234598.43954588 ;0;100;100; 1844.59864579942 ; 11.1650952016856 
PNADC_022022 ;  ;  ;  ; Amarela ;  ;  ; Serviços domésticos ; 28273.08309555 ; 28273.08309555 ; 28273.08309555 ;0;100;100; 995.549795822094 ; 9.52179480463271 
PNADC_022022 ;  ;  ;  ; Amarela ;  ;  ;  ; 1307329.60945631 ; 748545.05031532 ; 809051.68218214 ; 7.47871034686239 ; 57.2575611307866 ; 61.8858225446762 ; 3823.07296735615 ; 11.7383770181057 
PNADC_022022 ;  ;  ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 781189.87576169 ; 781189.87576169 ; 781189.87576169 ;0;100;100; 1474.17530558954 ; 8.9868642139914 
PNADC_022022 ;  ;  ;  ; Branca ; Contribuinte ;  ;  ; 30772679.4775032 ; 30772679.4775032 ; 30772679.4775032 ;0;100;100; 3953.46766996744 ; 12.7595584749238 
PNADC_022022 ;  ;  ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 1126151.07526677 ; 1126151.07526677 ; 1126151.07526677 ;0;100;100; 939.220480989612 ; 9.00596524129988 
PNADC_022022 ;  ;  ;  ; Branca ; Não contribuinte ;  ;  ; 13044946.6021507 ; 13044946.6021507 ; 13044946.6021507 ;0;100;100; 2032.73814466716 ; 10.7030220998185 
PNADC_022022 ;  ;  ;  ; Branca ;  ;  ; Serviços domésticos ; 1907340.95102846 ; 1907340.95102846 ; 1907340.95102846 ;0;100;100; 1161.10744952041 ; 8.9980823558442 
PNADC_022022 ;  ;  ;  ; Branca ;  ;  ;  ; 74846017.5453822 ; 43817626.0796539 ; 47276100.8213777 ; 7.31548220271157 ; 58.5436974693883 ; 63.1644840591716 ; 3406.23650049758 ; 11.1904326891169 
PNADC_022022 ;  ;  ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 9099.88018865 ; 9099.88018865 ; 9099.88018865 ;0;100;100; 1144.71836221118 ; 10.2919112776705 
PNADC_022022 ;  ;  ;  ; Indígena ; Contribuinte ;  ;  ; 197125.801597 ; 197125.801597 ; 197125.801597 ;0;100;100; 2631.19173083327 ; 11.7855291422982 
PNADC_022022 ;  ;  ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 18380.68204636 ; 18380.68204636 ; 18380.68204636 ;0;100;100; 902.530780372503 ; 9.50032309316281 
PNADC_022022 ;  ;  ;  ; Indígena ; Não contribuinte ;  ;  ; 165801.38088858 ; 165801.38088858 ; 165801.38088858 ;0;100;100; 1303.65288225097 ; 9.72795436303221 
PNADC_022022 ;  ;  ;  ; Indígena ;  ;  ; Serviços domésticos ; 27480.56223501 ; 27480.56223501 ; 27480.56223501 ;0;100;100; 983.694875795965 ; 9.76880525454999 
PNADC_022022 ;  ;  ;  ; Indígena ;  ;  ;  ; 686143.05419929 ; 362927.18248558 ; 402350.85944607 ; 9.79833298101213 ; 52.8938069495006 ; 58.6395004632966 ; 2048.86392520338 ; 9.93054580280604 
PNADC_022022 ;  ;  ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 968951.947264 ; 968951.947264 ; 968951.947264 ;0;100;100; 1364.10181170861 ; 8.79641380345338 
PNADC_022022 ;  ;  ;  ; Parda ; Contribuinte ;  ;  ; 24096060.9443546 ; 24096060.9443546 ; 24096060.9443546 ;0;100;100; 2558.12443112466 ; 11.6755372704718 
PNADC_022022 ;  ;  ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 2113513.77201452 ; 2113513.77201452 ; 2113513.77201452 ;0;100;100; 790.538406631622 ; 8.80502200259147 
PNADC_022022 ;  ;  ;  ; Parda ; Não contribuinte ;  ;  ; 18268926.5109386 ; 18268926.5109386 ; 18268926.5109386 ;0;100;100; 1275.83469557627 ; 9.46517979666739 
PNADC_022022 ;  ;  ;  ; Parda ;  ;  ; Serviços domésticos ; 3082465.71927852 ; 3082465.71927852 ; 3082465.71927852 ;0;100;100; 972.434429093105 ; 8.80229017626524 
PNADC_022022 ;  ;  ;  ; Parda ;  ;  ;  ; 77435941.4625661 ; 42364987.4552932 ; 47491927.187289 ; 10.7953920500576 ; 54.7097209062451 ; 61.3305995772614 ; 2021.09372159859 ; 9.95812725172038 
PNADC_022022 ;  ;  ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 305113.64805862 ; 305113.64805862 ; 305113.64805862 ;0;100;100; 1411.94869233419 ; 8.59934944457891 
PNADC_022022 ;  ;  ;  ; Preta ; Contribuinte ;  ;  ; 6584385.96019454 ; 6584385.96019454 ; 6584385.96019454 ;0;100;100; 2455.57012230611 ; 11.7105804199855 
PNADC_022022 ;  ;  ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 544924.23884944 ; 544924.23884944 ; 544924.23884944 ;0;100;100; 886.999981863598 ; 8.71063369280089 
PNADC_022022 ;  ;  ;  ; Preta ; Não contribuinte ;  ;  ; 4366628.14521129 ; 4366628.14521129 ; 4366628.14521129 ;0;100;100; 1314.47053539903 ; 9.60026187137672 
PNADC_022022 ;  ;  ;  ; Preta ;  ;  ; Serviços domésticos ; 850037.88690806 ; 850037.88690806 ; 850037.88690806 ;0;100;100; 1076.51788884075 ; 8.67045208552314 
PNADC_022022 ;  ;  ;  ; Preta ;  ;  ;  ; 18756003.8189579 ; 10951014.1054058 ; 12345314.220464 ; 11.294164653557 ; 58.386712921955 ; 65.8205998443328 ; 2008.87878338984 ; 10.167231213425 
PNADC_022022 ;  ;  ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 1274065.59532262 ; 1274065.59532262 ; 1274065.59532262 ;0;100;100; 1375.56219118143 ; 8.74963321222704 
PNADC_022022 ;  ;  ;  ; Negra ; Contribuinte ;  ;  ; 30680446.9045491 ; 30680446.9045491 ; 30680446.9045491 ;0;100;100; 2536.11959316621 ; 11.6830456653461 
PNADC_022022 ;  ;  ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 2658438.01086396 ; 2658438.01086396 ; 2658438.01086396 ;0;100;100; 810.375743187871 ; 8.78577953511678 
PNADC_022022 ;  ;  ;  ; Negra ; Não contribuinte ;  ;  ; 22635554.6561499 ; 22635554.6561499 ; 22635554.6561499 ;0;100;100; 1283.40951082674 ; 9.49108789255712 
PNADC_022022 ;  ;  ;  ; Negra ;  ;  ; Serviços domésticos ; 3932503.60618658 ; 3932503.60618658 ; 3932503.60618658 ;0;100;100; 994.99079181141 ; 8.77396895720709 
PNADC_022022 ;  ;  ;  ; Negra ;  ;  ;  ; 96191945.2815239 ; 53316001.5606991 ; 59837241.407753 ; 10.8982962677303 ; 55.4266798583392 ; 62.2060830900425 ; 2018.56620765793 ; 9.99879745305454 
PNADC_022022 ;  ;  ;  ; Não Negra ; Contribuinte ;  ; Serviços domésticos ; 801859.55785248 ; 801859.55785248 ; 801859.55785248 ;0;100;100; 1469.89231333603 ; 9.01262775609409 
PNADC_022022 ;  ;  ;  ; Não Negra ; Contribuinte ;  ;  ; 31500716.8089288 ; 31500716.8089288 ; 31500716.8089288 ;0;100;100; 3957.29401099302 ; 12.765215895594 
PNADC_022022 ;  ;  ;  ; Não Negra ; Não contribuinte ;  ; Serviços domésticos ; 1161954.9413374 ; 1161954.9413374 ; 1161954.9413374 ;0;100;100; 934.657151855031 ; 9.01795833961921 
PNADC_022022 ;  ;  ;  ; Não Negra ; Não contribuinte ;  ;  ; 13452258.401432 ; 13452258.401432 ; 13452258.401432 ;0;100;100; 2020.13311831608 ; 10.6982532930575 
PNADC_022022 ;  ;  ;  ; Não Negra ;  ;  ; Serviços domésticos ; 1963814.49918988 ; 1963814.49918988 ; 1963814.49918988 ;0;100;100; 1155.9941939486 ; 9.01576454795127 
PNADC_022022 ;  ;  ;  ; Não Negra ;  ;  ;  ; 76875872.7693679 ; 44952975.2103608 ; 48511844.8722166 ; 7.33608394244756 ; 58.4747510382385 ; 63.1041224309153 ; 3402.45819455744 ; 11.1888928374745 
PNADC_022022 ;  ;  ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 2075925.1531751 ; 2075925.1531751 ; 2075925.1531751 ;0;100;100; 1411.99325339953 ; 8.85193074400164 
PNADC_022022 ;  ;  ;  ;  ; Contribuinte ;  ;  ; 62181163.7134779 ; 62181163.7134779 ; 62181163.7134779 ;0;100;100; 3256.08075272531 ; 12.2328822362573 
PNADC_022022 ;  ;  ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 3820392.95220136 ; 3820392.95220136 ; 3820392.95220136 ;0;100;100; 847.92166105487 ; 8.85691849585438 
PNADC_022022 ;  ;  ;  ;  ; Não contribuinte ;  ;  ; 36087813.0575819 ; 36087813.0575819 ; 36087813.0575819 ;0;100;100; 1555.4347347512 ; 9.94759657425854 
PNADC_022022 ;  ;  ;  ;  ;  ;  ; Serviços domésticos ; 5896318.10537646 ; 5896318.10537646 ; 5896318.10537646 ;0;100;100; 1048.44429901529 ; 8.85514677200436 
PNADC_022022 ;  ;  ;  ;  ;  ;  ;  ; 173067818.050892 ; 98268976.7710599 ; 108349086.27997 ; 9.30336365076776 ; 56.780618070867 ; 62.6049877442314 ; 2652.13373050148 ; 10.5358375518201 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Contribuinte ;  ;  ; 3549.87339409 ; 3549.87339409 ; 3549.87339409 ;0;100;100; 4388.6816676906 ; 11.7857473659466 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ; Não contribuinte ;  ;  ; 3808.78135259 ; 3808.78135259 ; 3808.78135259 ;0;100;100; 1316.16601317172 ; 8.33903658567221 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ;  ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Amarela ;  ;  ;  ; 15403.54736443 ; 7358.65474668 ; 8140.56871018 ; 9.60515157279117 ; 47.7724680723394 ; 52.8486621788061 ; 2886.51687302928 ; 9.37687337691484 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 1370.32888345 ; 1370.32888345 ; 1370.32888345 ;0;100;100; 1373.32948220994 ; 11.3966674994119 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Contribuinte ;  ;  ; 281295.90199574 ; 281295.90199574 ; 281295.90199574 ;0;100;100; 4141.07467312131 ; 12.2584710258244 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 3710.76008838 ; 3710.76008838 ; 3710.76008838 ;0;100;100; 604.773155161227 ; 8.82900689788795 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ; Não contribuinte ;  ;  ; 270523.81490365 ; 270523.81490365 ; 270523.81490365 ;0;100;100; 1365.36720327609 ; 9.9388357396831 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ;  ;  ; Serviços domésticos ; 5081.08897183 ; 5081.08897183 ; 5081.08897183 ;0;100;100; 824.814046478303 ; 9.54656731341681 
PNADC_032022 ; Ceará ; Homem ;  ; Branca ;  ;  ;  ; 953933.24266831 ; 551819.71689939 ; 591159.29877673 ; 6.65464993255529 ; 57.846785520951 ; 61.9707199974664 ; 2810.15981552976 ; 10.4116805374528 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Contribuinte ;  ;  ; 3354.99311195 ; 3354.99311195 ; 3354.99311195 ;0;100;100; 2932.12836812755 ; 11.918406248682 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ; Não contribuinte ;  ;  ; 8576.462322 ; 8576.462322 ; 8576.462322 ;0;100;100; 1074.5087940146 ; 9.98297781955875 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ;  ;  ; Serviços domésticos ;0;0;0; NaN ; NaN ; NaN ; NaN ; NaN 
PNADC_032022 ; Ceará ; Homem ;  ; Indígena ;  ;  ;  ; 21066.21705333 ; 11931.45543395 ; 12514.36126336 ; 4.65789517453563 ; 56.6378643291533 ; 59.4048814349505 ; 1596.85084275066 ; 10.05359531898 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 4260.66790225 ; 4260.66790225 ; 4260.66790225 ;0;100;100; 1101.51704785365 ; 8.56494458930689 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Contribuinte ;  ;  ; 630715.70557853 ; 630715.70557853 ; 630715.70557853 ;0;100;100; 2505.49240312527 ; 11.5999289852306 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 12260.92154157 ; 12260.92154157 ; 12260.92154157 ;0;100;100; 870.658602604315 ; 7.63133044516865 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ; Não contribuinte ;  ;  ; 742757.59388434 ; 742757.59388434 ; 742757.59388434 ;0;100;100; 1089.78856491657 ; 9.00331971138146 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ;  ;  ; Serviços domésticos ; 16521.58944382 ; 16521.58944382 ; 16521.58944382 ;0;100;100; 930.848002137004 ; 7.86147146932379 
PNADC_032022 ; Ceará ; Homem ;  ; Parda ;  ;  ;  ; 2339164.00101491 ; 1373473.29946287 ; 1504384.53450371 ; 8.70197958290145 ; 58.716417440887 ; 64.3129140945651 ; 1749.70710561907 ; 9.55540913895748 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 799.32394188 ; 799.32394188 ; 799.32394188 ;0;100;100; 1676.7232858593 ; 7.5198247045406 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Contribuinte ;  ;  ; 91891.59404494 ; 91891.59404494 ; 91891.59404494 ;0;100;100; 2967.28249063607 ; 11.4576956724452 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 1311.14840862 ; 1311.14840862 ; 1311.14840862 ;0;100;100; 649.729411287153 ; 6.45294053614042 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ; Não contribuinte ;  ;  ; 94946.08057359 ; 94946.08057359 ; 94946.08057359 ;0;100;100; 1025.3437513789 ; 8.64447709127576 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ;  ;  ; Serviços domésticos ; 2110.4723505 ; 2110.4723505 ; 2110.4723505 ;0;100;100; 1038.69484450647 ; 6.85701408811705 
PNADC_032022 ; Ceará ; Homem ;  ; Preta ;  ;  ;  ; 295448.84350841 ; 186837.67461853 ; 199866.22739716 ; 6.51863646414889 ; 63.2385872287944 ; 67.6483363494604 ; 1984.68161723798 ; 9.56238357247688 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 5059.99184413 ; 5059.99184413 ; 5059.99184413 ;0;100;100; 1192.38203967968 ; 8.38355774290916 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Contribuinte ;  ;  ; 722607.29962347 ; 722607.29962347 ; 722607.29962347 ;0;100;100; 2564.21672998667 ; 11.5816151044804 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 13572.06995019 ; 13572.06995019 ; 13572.06995019 ;0;100;100; 849.029122185584 ; 7.51198248866921 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ; Não contribuinte ;  ;  ; 837703.67445793 ; 837703.67445793 ; 837703.67445793 ;0;100;100; 1082.3594959517 ; 8.96372335420846 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ;  ;  ; Serviços domésticos ; 18632.06179432 ; 18632.06179432 ; 18632.06179432 ;0;100;100; 943.182858638893 ; 7.74068940531387 
PNADC_032022 ; Ceará ; Homem ;  ; Negra ;  ;  ;  ; 2634612.84452332 ; 1560310.9740814 ; 1704250.76190087 ; 8.44592773770708 ; 59.2235393266561 ; 64.6869525988825 ; 1778.10609345714 ; 9.55616946151081 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Contribuinte ;  ; Serviços domésticos ; 1370.32888345 ; 1370.32888345 ; 1370.32888345 ;0;100;100; 1373.32948220994 ; 11.3966674994119 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Contribuinte ;  ;  ; 289202.83399543 ; 289202.83399543 ; 289202.83399543 ;0;100;100; 4247.40775172061 ; 12.2617286981736 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Não contribuinte ;  ; Serviços domésticos ; 3710.76008838 ; 3710.76008838 ; 3710.76008838 ;0;100;100; 604.773155161227 ; 8.82900689788795 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ; Não contribuinte ;  ;  ; 282909.05857824 ; 282909.05857824 ; 282909.05857824 ;0;100;100; 1355.54925925587 ; 9.92238396856887 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ;  ;  ; Serviços domésticos ; 5081.08897183 ; 5081.08897183 ; 5081.08897183 ;0;100;100; 824.814046478303 ; 9.54656731341681 
PNADC_032022 ; Ceará ; Homem ;  ; Não Negra ;  ;  ;  ; 991405.07257972 ; 572111.89257367 ; 612816.29424392 ; 6.64218658227262 ; 57.7071782661941 ; 61.8129068725985 ; 2848.20435190559 ; 10.3966772551344 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 6430.32072758 ; 6430.32072758 ; 6430.32072758 ;0;100;100; 1230.94271454962 ; 9.07449197846361 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Contribuinte ;  ;  ; 1011810.1336189 ; 1011810.1336189 ; 1011810.1336189 ;0;100;100; 3045.3184678197 ; 11.778024314818 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 17282.83003857 ; 17282.83003857 ; 17282.83003857 ;0;100;100; 799.389295450311 ; 7.79435885573968 
PNADC_032022 ; Ceará ; Homem ;  ;  ; Não contribuinte ;  ;  ; 1120612.73303617 ; 1120612.73303617 ; 1120612.73303617 ;0;100;100; 1150.4578332297 ; 9.21123108334984 
PNADC_032022 ; Ceará ; Homem ;  ;  ;  ;  ; Serviços domésticos ; 23713.15076615 ; 23713.15076615 ; 23713.15076615 ;0;100;100; 918.80345687541 ; 8.13504142524982 
PNADC_032022 ; Ceará ; Homem ;  ;  ;  ;  ;  ; 3626017.91710304 ; 2132422.86665507 ; 2317067.05614479 ; 7.96887552304753 ; 58.8089445613865 ; 63.9011474602966 ; 2063.70429907214 ; 9.79161075619835 
