Local; Sexo; Faixa etária; Raça; Previdência; Posição; Atividade; Força de trabalho; Pessoas ocupadas; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual
Bahia ; Homem ; Senior ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 1549.12189318 ; 1549.12189318 ; 1549.12189318 ; 0 ; 100 ; 100 ; 558.436984648232 
Bahia ; Homem ; Senior ; Preta ;  ;  ; Serviços domésticos ; 1895.12297087 ; 1895.12297087 ; 1895.12297087 ; 0 ; 100 ; 100 ; 697.844099783697 
Bahia ; Homem ; Senior ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Senior ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Senior ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Senior ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Senior ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Senior ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Senior ;  ; Contribuinte ;  ; Serviços domésticos ; 2976.75602192 ; 2976.75602192 ; 2976.75602192 ; 0 ; 100 ; 100 ; 1687.32370089549 
Bahia ; Homem ; Senior ;  ; Não contribuinte ;  ; Serviços domésticos ; 2314.51746832 ; 2314.51746832 ; 2314.51746832 ; 0 ; 100 ; 100 ; 751.075540034877 
Bahia ; Homem ; Senior ;  ;  ;  ; Serviços domésticos ; 5291.27349024 ; 5291.27349024 ; 5291.27349024 ; 0 ; 100 ; 100 ; 1277.78850544747 
Bahia ; Homem ; Idoso ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Branca ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 509.6979424 ; 509.6979424 ; 509.6979424 ; 0 ; 100 ; 100 ; NaN 
Bahia ; Homem ; Idoso ; Branca ;  ;  ; Serviços domésticos ; 509.6979424 ; 509.6979424 ; 509.6979424 ; 0 ; 100 ; 100 ; NaN 
Bahia ; Homem ; Idoso ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Parda ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Parda ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Preta ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 421.98951302 ; 421.98951302 ; 421.98951302 ; 0 ; 100 ; 100 ; 300 
Bahia ; Homem ; Idoso ; Preta ;  ;  ; Serviços domésticos ; 421.98951302 ; 421.98951302 ; 421.98951302 ; 0 ; 100 ; 100 ; 300 
Bahia ; Homem ; Idoso ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ;  ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ; Idoso ;  ; Não contribuinte ;  ; Serviços domésticos ; 931.68745542 ; 931.68745542 ; 931.68745542 ; 0 ; 100 ; 100 ; 300 
Bahia ; Homem ; Idoso ;  ;  ;  ; Serviços domésticos ; 931.68745542 ; 931.68745542 ; 931.68745542 ; 0 ; 100 ; 100 ; 300 
Bahia ; Homem ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 1602.49958108 ; 1602.49958108 ; 1602.49958108 ; 0 ; 100 ; 100 ; 1320 
Bahia ; Homem ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 1373.94999023 ; 1373.94999023 ; 1373.94999023 ; 0 ; 100 ; 100 ; 872.574714369827 
Bahia ; Homem ;  ; Branca ;  ;  ; Serviços domésticos ; 2976.44957131 ; 2976.44957131 ; 2976.44957131 ; 0 ; 100 ; 100 ; 1163.23990513481 
Bahia ; Homem ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 4961.5168944 ; 4961.5168944 ; 4961.5168944 ; 0 ; 100 ; 100 ; 1633.80974189703 
Bahia ; Homem ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 5649.92757691 ; 5649.92757691 ; 5649.92757691 ; 0 ; 100 ; 100 ; 1147.0567797217 
Bahia ; Homem ;  ; Parda ;  ;  ; Serviços domésticos ; 10611.44447131 ; 10611.44447131 ; 10611.44447131 ; 0 ; 100 ; 100 ; 1395.70097952621 
Bahia ; Homem ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 2519.34628853 ; 2519.34628853 ; 2519.34628853 ; 0 ; 100 ; 100 ; 1320.27467528324 
Bahia ; Homem ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 7273.20256673 ; 7273.20256673 ; 7273.20256673 ; 0 ; 100 ; 100 ; 727.06015611582 
Bahia ; Homem ;  ; Preta ;  ;  ; Serviços domésticos ; 9792.54885526 ; 9792.54885526 ; 9792.54885526 ; 0 ; 100 ; 100 ; 879.677500104232 
Bahia ; Homem ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Homem ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 9083.36276401 ; 9083.36276401 ; 9083.36276401 ; 0 ; 100 ; 100 ; 1491.48542656213 
Bahia ; Homem ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 14297.08013387 ; 14297.08013387 ; 14297.08013387 ; 0 ; 100 ; 100 ; 891.644607266718 
Bahia ; Homem ;  ;  ;  ;  ; Serviços domésticos ; 23380.44289788 ; 23380.44289788 ; 23380.44289788 ; 0 ; 100 ; 100 ; 1139.62135893574 
Bahia ; Mulher ; Jovem ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Branca ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 6284.85837148 ; 6284.85837148 ; 6284.85837148 ; 0 ; 100 ; 100 ; 564.51765767091 
Bahia ; Mulher ; Jovem ; Branca ;  ;  ; Serviços domésticos ; 6284.85837148 ; 6284.85837148 ; 6284.85837148 ; 0 ; 100 ; 100 ; 564.51765767091 
Bahia ; Mulher ; Jovem ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 1183.17583597 ; 1183.17583597 ; 1183.17583597 ; 0 ; 100 ; 100 ; 140 
Bahia ; Mulher ; Jovem ; Indígena ;  ;  ; Serviços domésticos ; 1183.17583597 ; 1183.17583597 ; 1183.17583597 ; 0 ; 100 ; 100 ; 140 
Bahia ; Mulher ; Jovem ; Parda ; Contribuinte ;  ; Serviços domésticos ; 3322.23792179 ; 3322.23792179 ; 3322.23792179 ; 0 ; 100 ; 100 ; 714.997797348528 
Bahia ; Mulher ; Jovem ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 25157.25099133 ; 25157.25099133 ; 25157.25099133 ; 0 ; 100 ; 100 ; 340.857818557212 
Bahia ; Mulher ; Jovem ; Parda ;  ;  ; Serviços domésticos ; 28479.48891312 ; 28479.48891312 ; 28479.48891312 ; 0 ; 100 ; 100 ; 384.502633581459 
Bahia ; Mulher ; Jovem ; Preta ; Contribuinte ;  ; Serviços domésticos ; 1221.07527634 ; 1221.07527634 ; 1221.07527634 ; 0 ; 100 ; 100 ; 1320 
Bahia ; Mulher ; Jovem ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 18575.21159826 ; 18575.21159826 ; 18575.21159826 ; 0 ; 100 ; 100 ; 580.735577675259 
Bahia ; Mulher ; Jovem ; Preta ;  ;  ; Serviços domésticos ; 19796.2868746 ; 19796.2868746 ; 19796.2868746 ; 0 ; 100 ; 100 ; 626.334912262431 
Bahia ; Mulher ; Jovem ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Jovem ;  ; Contribuinte ;  ; Serviços domésticos ; 4543.31319813 ; 4543.31319813 ; 4543.31319813 ; 0 ; 100 ; 100 ; 877.600109707936 
Bahia ; Mulher ; Jovem ;  ; Não contribuinte ;  ; Serviços domésticos ; 51200.49679704 ; 51200.49679704 ; 51200.49679704 ; 0 ; 100 ; 100 ; 450.696604896769 
Bahia ; Mulher ; Jovem ;  ;  ;  ; Serviços domésticos ; 55743.80999517 ; 55743.80999517 ; 55743.80999517 ; 0 ; 100 ; 100 ; 485.490716169475 
Bahia ; Mulher ; Pleno ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 101.20198682 ; 101.20198682 ; 101.20198682 ; 0 ; 100 ; 100 ; 480 
Bahia ; Mulher ; Pleno ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 584.97674371 ; 584.97674371 ; 584.97674371 ; 0 ; 100 ; 100 ; 300 
Bahia ; Mulher ; Pleno ; Amarela ;  ;  ; Serviços domésticos ; 686.17873053 ; 686.17873053 ; 686.17873053 ; 0 ; 100 ; 100 ; 326.54754048341 
Bahia ; Mulher ; Pleno ; Branca ; Contribuinte ;  ; Serviços domésticos ; 1993.28190321 ; 1993.28190321 ; 1993.28190321 ; 0 ; 100 ; 100 ; 943.24455214337 
Bahia ; Mulher ; Pleno ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 21494.54008059 ; 21494.54008059 ; 21494.54008059 ; 0 ; 100 ; 100 ; 574.736474723636 
Bahia ; Mulher ; Pleno ; Branca ;  ;  ; Serviços domésticos ; 23487.8219838 ; 23487.8219838 ; 23487.8219838 ; 0 ; 100 ; 100 ; 606.009722724838 
Bahia ; Mulher ; Pleno ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 1877.27229687 ; 1877.27229687 ; 1877.27229687 ; 0 ; 100 ; 100 ; 484.686403896797 
Bahia ; Mulher ; Pleno ; Indígena ;  ;  ; Serviços domésticos ; 1877.27229687 ; 1877.27229687 ; 1877.27229687 ; 0 ; 100 ; 100 ; 484.686403896797 
Bahia ; Mulher ; Pleno ; Parda ; Contribuinte ;  ; Serviços domésticos ; 17181.12221403 ; 17181.12221403 ; 17181.12221403 ; 0 ; 100 ; 100 ; 1162.69254020874 
Bahia ; Mulher ; Pleno ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 90360.37527613 ; 90360.37527613 ; 90360.37527613 ; 0 ; 100 ; 100 ; 510.433443789047 
Bahia ; Mulher ; Pleno ; Parda ;  ;  ; Serviços domésticos ; 107541.49749016 ; 107541.49749016 ; 107541.49749016 ; 0 ; 100 ; 100 ; 614.73257360469 
Bahia ; Mulher ; Pleno ; Preta ; Contribuinte ;  ; Serviços domésticos ; 20976.42901466 ; 20976.42901466 ; 20976.42901466 ; 0 ; 100 ; 100 ; 1234.95444836287 
Bahia ; Mulher ; Pleno ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 39118.64432473 ; 39118.64432473 ; 39118.64432473 ; 0 ; 100 ; 100 ; 604.167182599085 
Bahia ; Mulher ; Pleno ; Preta ;  ;  ; Serviços domésticos ; 60095.07333939 ; 60095.07333939 ; 60095.07333939 ; 0 ; 100 ; 100 ; 824.346035346613 
Bahia ; Mulher ; Pleno ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Pleno ;  ; Contribuinte ;  ; Serviços domésticos ; 40252.03511872 ; 40252.03511872 ; 40252.03511872 ; 0 ; 100 ; 100 ; 1187.7666821526 
Bahia ; Mulher ; Pleno ;  ; Não contribuinte ;  ; Serviços domésticos ; 153435.80872203 ; 153435.80872203 ; 153435.80872203 ; 0 ; 100 ; 100 ; 542.241532425943 
Bahia ; Mulher ; Pleno ;  ;  ;  ; Serviços domésticos ; 193687.84384075 ; 193687.84384075 ; 193687.84384075 ; 0 ; 100 ; 100 ; 676.46004417177 
Bahia ; Mulher ; Senior ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 1126.38994031 ; 1126.38994031 ; 1126.38994031 ; 0 ; 100 ; 100 ; 197.204133699886 
Bahia ; Mulher ; Senior ; Amarela ;  ;  ; Serviços domésticos ; 1126.38994031 ; 1126.38994031 ; 1126.38994031 ; 0 ; 100 ; 100 ; 197.204133699886 
Bahia ; Mulher ; Senior ; Branca ; Contribuinte ;  ; Serviços domésticos ; 2102.60262678 ; 2102.60262678 ; 2102.60262678 ; 0 ; 100 ; 100 ; 1320 
Bahia ; Mulher ; Senior ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 5411.45525353 ; 5411.45525353 ; 5411.45525353 ; 0 ; 100 ; 100 ; 949.774237136119 
Bahia ; Mulher ; Senior ; Branca ;  ;  ; Serviços domésticos ; 7514.05788031 ; 7514.05788031 ; 7514.05788031 ; 0 ; 100 ; 100 ; 1053.37174382276 
Bahia ; Mulher ; Senior ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Parda ; Contribuinte ;  ; Serviços domésticos ; 15507.689009 ; 15507.689009 ; 15507.689009 ; 0 ; 100 ; 100 ; 1159.32057156167 
Bahia ; Mulher ; Senior ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 33390.3718663 ; 33390.3718663 ; 33390.3718663 ; 0 ; 100 ; 100 ; 653.373584863873 
Bahia ; Mulher ; Senior ; Parda ;  ;  ; Serviços domésticos ; 48898.0608753 ; 48898.0608753 ; 48898.0608753 ; 0 ; 100 ; 100 ; 814.559836856742 
Bahia ; Mulher ; Senior ; Preta ; Contribuinte ;  ; Serviços domésticos ; 6302.66884583 ; 6302.66884583 ; 6302.66884583 ; 0 ; 100 ; 100 ; 1198.39028856537 
Bahia ; Mulher ; Senior ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 23832.95916732 ; 23832.95916732 ; 23832.95916732 ; 0 ; 100 ; 100 ; 678.399156199222 
Bahia ; Mulher ; Senior ; Preta ;  ;  ; Serviços domésticos ; 30135.62801315 ; 30135.62801315 ; 30135.62801315 ; 0 ; 100 ; 100 ; 787.151889297796 
Bahia ; Mulher ; Senior ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Senior ;  ; Contribuinte ;  ; Serviços domésticos ; 23912.96048161 ; 23912.96048161 ; 23912.96048161 ; 0 ; 100 ; 100 ; 1183.74617444458 
Bahia ; Mulher ; Senior ;  ; Não contribuinte ;  ; Serviços domésticos ; 63761.17622746 ; 63761.17622746 ; 63761.17622746 ; 0 ; 100 ; 100 ; 679.916922370588 
Bahia ; Mulher ; Senior ;  ;  ;  ; Serviços domésticos ; 87674.13670907 ; 87674.13670907 ; 87674.13670907 ; 0 ; 100 ; 100 ; 817.682739277097 
Bahia ; Mulher ; Idoso ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Branca ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 1102.5457471 ; 1102.5457471 ; 1102.5457471 ; 0 ; 100 ; 100 ; 484.710037472059 
Bahia ; Mulher ; Idoso ; Branca ;  ;  ; Serviços domésticos ; 1102.5457471 ; 1102.5457471 ; 1102.5457471 ; 0 ; 100 ; 100 ; 484.710037472059 
Bahia ; Mulher ; Idoso ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Parda ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 1228.05742287 ; 1228.05742287 ; 1228.05742287 ; 0 ; 100 ; 100 ; 732.305807478678 
Bahia ; Mulher ; Idoso ; Parda ;  ;  ; Serviços domésticos ; 1228.05742287 ; 1228.05742287 ; 1228.05742287 ; 0 ; 100 ; 100 ; 732.305807478678 
Bahia ; Mulher ; Idoso ; Preta ; Contribuinte ;  ; Serviços domésticos ; 3928.24681777 ; 3928.24681777 ; 3928.24681777 ; 0 ; 100 ; 100 ; 1401.45389589457 
Bahia ; Mulher ; Idoso ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 422.48428772 ; 422.48428772 ; 422.48428772 ; 0 ; 100 ; 100 ; 150 
Bahia ; Mulher ; Idoso ; Preta ;  ;  ; Serviços domésticos ; 4350.73110549 ; 4350.73110549 ; 4350.73110549 ; 0 ; 100 ; 100 ; 1279.92958308326 
Bahia ; Mulher ; Idoso ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Bahia ; Mulher ; Idoso ;  ; Contribuinte ;  ; Serviços domésticos ; 3928.24681777 ; 3928.24681777 ; 3928.24681777 ; 0 ; 100 ; 100 ; 1401.45389589457 
Bahia ; Mulher ; Idoso ;  ; Não contribuinte ;  ; Serviços domésticos ; 2753.08745769 ; 2753.08745769 ; 2753.08745769 ; 0 ; 100 ; 100 ; 543.789922856521 
Bahia ; Mulher ; Idoso ;  ;  ;  ; Serviços domésticos ; 6681.33427546 ; 6681.33427546 ; 6681.33427546 ; 0 ; 100 ; 100 ; 1048.04785007581 
Bahia ; Mulher ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 101.20198682 ; 101.20198682 ; 101.20198682 ; 0 ; 100 ; 100 ; 480 
Bahia ; Mulher ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 1711.36668402 ; 1711.36668402 ; 1711.36668402 ; 0 ; 100 ; 100 ; 232.341659571219 
Bahia ; Mulher ;  ; Amarela ;  ;  ; Serviços domésticos ; 1812.56867084 ; 1812.56867084 ; 1812.56867084 ; 0 ; 100 ; 100 ; 246.169282495056 
Bahia ; Mulher ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 4095.88452999 ; 4095.88452999 ; 4095.88452999 ; 0 ; 100 ; 100 ; 1136.6501495221 
Bahia ; Mulher ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 34293.3994527 ; 34293.3994527 ; 34293.3994527 ; 0 ; 100 ; 100 ; 629.149802537176 
Bahia ; Mulher ;  ; Branca ;  ;  ; Serviços domésticos ; 38389.28398269 ; 38389.28398269 ; 38389.28398269 ; 0 ; 100 ; 100 ; 683.29675722165 
